x,y,z
0.14,-0.14,-0.29
0.05,-0.14,-0.33
0.05,-0.14,-0.33
0.00,-0.05,-0.43
0.00,-0.05,-0.43
-0.29,-0.10,-0.48
-1.00,0.48,-0.57
-1.00,0.48,-0.57
-1.52,0.43,-1.00
-1.52,0.43,-1.00
-1.52,0.43,-0.71
-1.52,0.43,-0.71
-1.52,0.33,-0.43
-1.52,0.38,-0.43
-1.52,0.38,-0.43
-1.48,0.48,-0.48
-1.48,0.48,-0.48
-1.24,0.48,-0.62
-1.24,0.48,-0.62
-0.90,0.43,-0.86
-1.14,-0.10,-0.10
-1.14,-0.10,-0.10
-0.43,0.29,-0.62
-0.43,0.29,-0.62
-0.43,-0.33,-0.33
-0.43,-0.33,-0.33
-0.10,-0.10,-0.52
-0.10,-0.10,-0.52
-0.10,0.00,-0.29
0.10,-0.29,-0.29
0.10,-0.29,-0.29
0.05,-0.19,-0.38
0.05,-0.19,-0.38
-0.14,0.05,-0.43
-0.14,0.05,-0.43
-0.24,0.10,-0.62
-0.81,0.19,-0.62
-0.81,0.19,-0.62
-1.14,0.38,-0.62
-1.14,0.38,-0.62
-1.38,0.52,-0.62
-1.38,0.52,-0.62
-1.52,1.00,-0.81
-1.52,1.00,-0.38
-1.52,0.67,-0.38
-1.29,0.62,-0.38
-1.29,0.62,-0.38
-1.10,0.57,-0.43
-1.10,0.57,-0.43
-1.14,0.48,-0.43
-1.14,0.48,-0.43
-0.86,0.33,-0.52
-0.57,0.29,-0.67
-0.57,0.29,-0.67
-0.67,-0.14,-0.62
-0.67,-0.14,-0.62
-0.19,0.38,-0.52
-0.19,0.38,-0.52
-0.14,-0.05,-0.43
-0.10,0.00,-0.43
-0.10,0.00,-0.43
0.19,0.10,-0.43
0.19,0.10,-0.43
0.14,0.10,-0.43
0.14,0.10,-0.43
-0.05,0.14,-0.43
-0.05,0.14,-0.43
-0.24,0.38,-0.48
-0.76,0.33,-0.43
-0.76,0.33,-0.43
-1.43,0.76,0.00
-1.43,0.76,0.00
-1.24,0.86,-0.33
-1.24,0.86,-0.33
-1.05,0.62,-0.33
-1.19,0.67,-0.67
-1.19,0.67,-0.67
-1.24,0.57,-0.38
-1.24,0.57,-0.38
-1.05,0.76,-0.38
-1.05,0.76,-0.38
-0.81,0.57,-0.33
-0.76,0.57,-0.29
-0.76,0.57,-0.29
-0.71,0.38,-0.29
-0.71,0.38,-0.29
-0.71,0.24,-0.29
-0.71,0.24,-0.29
-0.67,0.33,-0.33
-0.67,0.33,-0.33
-0.57,0.33,-0.33
-0.62,0.33,-0.38
-0.62,0.33,-0.38
-0.62,0.24,-0.43
-0.62,0.24,-0.43
-0.67,0.29,-0.43
-0.67,0.29,-0.43
-0.67,0.38,-0.43
-0.62,0.33,-0.48
-0.62,0.33,-0.48
-0.57,0.33,-0.43
-0.57,0.33,-0.43
-0.57,0.38,-0.52
-0.57,0.38,-0.52
-0.52,0.48,-0.48
-0.48,0.38,-0.52
-0.48,0.38,-0.52
-0.43,0.48,-0.57
-0.43,0.48,-0.57
-0.57,0.62,-0.57
-0.57,0.62,-0.57
-0.57,0.52,-0.52
-0.57,0.52,-0.52
-0.71,0.48,-0.52
-0.57,0.57,-0.62
-0.57,0.57,-0.62
-0.52,0.67,-0.57
-0.52,0.67,-0.57
-0.52,0.71,-0.57
-0.52,0.71,-0.57
-0.71,0.67,-0.52
-0.48,0.76,-0.71
-0.48,0.76,-0.71
-0.52,0.62,-0.57
-0.52,0.62,-0.57
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.29,0.57,-0.62
-0.43,0.57,-0.52
-0.43,0.57,-0.52
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.33,0.57,-0.52
-0.33,0.57,-0.52
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.90,-0.76
-0.29,0.76,-0.76
-0.29,0.76,-0.76
-0.33,0.57,-0.67
-0.33,0.57,-0.67
-0.38,0.62,-0.43
-0.38,0.62,-0.43
-0.38,0.48,-0.52
-0.33,0.57,-0.57
-0.33,0.57,-0.57
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.43,0.71,-0.76
-0.43,0.71,-0.76
-0.33,0.76,-0.71
-0.33,0.71,-0.57
-0.33,0.71,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.43,0.57,-0.52
-0.43,0.57,-0.52
-0.33,0.67,-0.62
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.29,0.67,-0.67
-0.29,0.67,-0.67
-0.33,0.67,-0.62
-0.33,0.67,-0.62
-0.38,0.62,-0.57
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.67
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.62,-0.67
-0.38,0.62,-0.67
-0.38,0.52,-0.62
-0.38,0.52,-0.62
-0.33,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.29,0.62,-0.62
-0.29,0.62,-0.62
-0.38,0.67,-0.67
-0.43,0.57,-0.57
-0.43,0.57,-0.57
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.67
-0.38,0.67,-0.67
-0.43,0.67,-0.67
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.33,0.67,-0.67
-0.33,0.57,-0.57
-0.33,0.57,-0.57
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.29,0.62,-0.62
-0.29,0.62,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.33,0.62,-0.57
-0.33,0.62,-0.57
-0.38,0.57,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.43,0.67,-0.62
-0.43,0.67,-0.62
-0.38,0.62,-0.67
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.38,0.57,-0.67
-0.38,0.57,-0.67
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.67,-0.62
-0.33,0.67,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.67
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.43,0.57,-0.67
-0.43,0.57,-0.67
-0.38,0.67,-0.57
-0.29,0.57,-0.62
-0.29,0.57,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.33,0.67,-0.62
-0.33,0.67,-0.62
-0.29,0.67,-0.67
-0.33,0.67,-0.62
-0.33,0.67,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.29,0.62,-0.57
-0.29,0.62,-0.57
-0.43,0.62,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.48,0.67,-0.62
-0.48,0.67,-0.62
-0.33,0.67,-0.71
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.38,0.62,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.57
-0.33,0.62,-0.57
-0.33,0.62,-0.57
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.57,-0.67
-0.33,0.57,-0.67
-0.43,0.62,-0.67
-0.43,0.62,-0.67
-0.38,0.62,-0.67
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.67
-0.38,0.57,-0.67
-0.29,0.62,-0.57
-0.29,0.62,-0.57
-0.43,0.67,-0.57
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.57,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.29,0.62,-0.67
-0.29,0.62,-0.67
-0.43,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.33,0.62,-0.62
-0.33,0.67,-0.67
-0.33,0.67,-0.67
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.33,0.62,-0.67
-0.33,0.62,-0.67
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.57,-0.62
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.67
-0.38,0.57,-0.67
-0.43,0.67,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.33,0.62,-0.57
-0.33,0.62,-0.57
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.57,-0.67
-0.38,0.57,-0.67
-0.33,0.67,-0.57
-0.33,0.67,-0.57
-0.43,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.33,0.57,-0.67
-0.33,0.57,-0.67
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.43,0.57,-0.67
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.33,0.67,-0.67
-0.33,0.67,-0.67
-0.33,0.62,-0.57
-0.38,0.62,-0.67
-0.38,0.62,-0.67
-0.38,0.67,-0.67
-0.38,0.67,-0.67
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.62,-0.67
-0.38,0.62,-0.67
-0.33,0.52,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.57,-0.57
-0.33,0.62,-0.57
-0.33,0.62,-0.57
-0.38,0.67,-0.67
-0.38,0.67,-0.67
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.43,0.67,-0.57
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.62,-0.52
-0.33,0.62,-0.52
-0.43,0.62,-0.57
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.38,0.62,-0.62
-0.33,0.71,-0.62
-0.33,0.71,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.67
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.33,0.57,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.62,-0.62
-0.33,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.67,-0.62
-0.33,0.67,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.29,0.62,-0.62
-0.29,0.62,-0.62
-0.38,0.57,-0.67
-0.38,0.57,-0.67
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.67
-0.33,0.57,-0.67
-0.38,0.67,-0.67
-0.38,0.67,-0.67
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.67,-0.62
-0.33,0.67,-0.62
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.67
-0.38,0.62,-0.67
-0.33,0.67,-0.62
-0.33,0.67,-0.62
-0.38,0.67,-0.57
-0.38,0.62,-0.67
-0.38,0.62,-0.67
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.33,0.62,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.62,-0.67
-0.38,0.62,-0.67
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.33,0.62,-0.57
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.38,0.57,-0.62
-0.33,0.62,-0.67
-0.33,0.62,-0.67
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.33,0.62,-0.57
-0.33,0.62,-0.57
