x,y,z
0.76,-0.24,0.71
0.81,-0.24,0.71
0.81,-0.24,0.71
0.81,-0.29,0.71
0.81,-0.24,0.71
0.81,-0.24,0.71
0.76,-0.24,0.67
0.76,-0.24,0.67
0.76,-0.29,0.71
0.76,-0.29,0.71
0.81,-0.33,0.71
0.38,0.38,1.05
0.38,0.38,1.05
0.86,-0.19,0.86
0.86,-0.19,0.86
0.71,-0.24,0.86
0.71,-0.24,0.86
0.57,-0.10,0.90
0.67,-0.05,0.86
0.67,-0.05,0.86
0.67,-0.19,0.81
0.67,-0.19,0.81
0.81,-0.19,0.71
0.81,-0.19,0.71
1.14,-0.10,0.52
1.14,0.57,0.00
0.86,-0.33,0.57
0.95,-0.57,0.62
0.95,-0.57,0.62
0.76,-0.14,0.62
0.76,-0.14,0.62
0.57,-0.05,0.81
0.57,-0.05,0.81
0.67,-0.10,0.81
0.81,-0.24,0.76
0.81,-0.24,0.76
0.81,-0.24,0.76
0.81,-0.24,0.76
0.71,-0.14,0.81
0.71,-0.14,0.81
0.62,-0.10,0.76
0.71,-0.05,0.76
0.71,-0.05,0.76
0.71,-0.10,0.76
0.71,-0.10,0.76
0.76,-0.05,0.81
0.76,-0.05,0.81
0.71,-0.05,0.81
0.76,-0.14,0.81
0.76,-0.14,0.81
0.76,-0.05,0.81
0.76,-0.05,0.81
0.62,-0.10,0.86
0.62,-0.10,0.86
0.81,0.10,0.48
0.57,-0.52,0.29
0.57,-0.52,0.29
0.52,0.43,0.71
0.52,0.43,0.71
0.71,-0.33,0.81
0.71,-0.33,0.81
0.48,0.24,0.86
0.33,-0.67,0.86
0.33,-0.67,0.86
0.48,-0.90,0.57
0.48,-0.90,0.57
-0.38,-0.43,0.76
-0.38,-0.43,0.76
-0.14,-0.48,0.86
-0.14,-0.48,1.14
-0.14,-0.48,1.14
0.62,-0.10,0.33
0.62,-0.10,0.33
0.29,0.10,0.52
0.29,0.10,0.52
0.24,0.05,0.90
0.24,0.05,0.90
0.76,-0.10,0.67
0.52,-0.05,0.76
0.52,-0.05,0.76
1.24,0.19,0.71
1.24,0.19,0.71
0.95,-0.33,0.71
0.95,-0.33,0.71
0.52,-0.38,0.52
0.81,-0.29,0.62
0.81,-0.29,0.62
1.00,-0.33,0.57
1.00,-0.33,0.57
1.00,-0.48,0.52
1.00,-0.48,0.52
0.71,-0.33,0.43
0.76,-0.52,0.62
0.76,-0.52,0.62
0.90,-0.52,0.57
0.90,-0.52,0.57
0.81,-0.57,0.52
0.81,-0.57,0.52
0.90,-0.48,0.43
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.57
0.90,-0.38,0.57
0.90,-0.38,0.57
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.90,-0.33,0.52
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.90,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.76,-0.29,0.62
0.76,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.38,0.62
0.86,-0.38,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.38,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.38,0.62
0.81,-0.38,0.62
0.81,-0.33,0.67
0.81,-0.29,0.57
0.81,-0.29,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.38,0.62
0.86,-0.38,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.62
0.90,-0.33,0.57
0.90,-0.33,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.86,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.90,-0.33,0.67
0.90,-0.33,0.67
0.81,-0.33,0.57
0.81,-0.33,0.57
0.81,-0.33,0.62
0.81,-0.29,0.57
0.81,-0.29,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.57
0.86,-0.29,0.57
0.81,-0.24,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.90,-0.38,0.62
0.90,-0.38,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.90,-0.29,0.62
0.90,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.57
0.90,-0.33,0.57
0.90,-0.33,0.57
0.90,-0.33,0.57
0.90,-0.33,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.67
0.86,-0.33,0.67
0.86,-0.38,0.62
0.86,-0.38,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.38,0.52
0.86,-0.38,0.52
0.81,-0.33,0.57
0.81,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.38,0.62
0.86,0.57,0.00
0.86,-0.29,0.57
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.57
0.81,-0.29,0.57
0.86,-0.29,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.33,0.57
0.81,-0.33,0.57
0.81,-0.29,0.57
0.81,-0.29,0.57
0.81,-0.33,0.57
0.81,-0.29,0.67
0.81,-0.29,0.67
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.38,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.90,-0.38,0.62
0.90,-0.38,0.62
0.81,-0.29,0.67
0.81,-0.29,0.67
0.90,-0.33,0.62
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.38,0.67
0.86,-0.38,0.67
0.90,-0.29,0.62
0.90,-0.29,0.62
0.90,-0.33,0.67
0.90,-0.33,0.67
0.86,-0.33,0.62
0.76,-0.29,0.62
0.76,-0.29,0.62
0.81,-0.33,0.57
0.81,-0.33,0.57
0.81,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.29,0.62
0.81,-0.33,0.57
0.81,-0.33,0.57
0.86,-0.29,0.57
0.86,-0.29,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.90,-0.33,0.62
0.90,-0.33,0.62
0.76,-0.33,0.62
0.76,-0.33,0.62
0.81,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.29,0.57
0.86,-0.29,0.57
0.90,-0.33,0.57
0.90,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.76,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.33,0.67
0.90,-0.33,0.67
0.86,-0.33,0.67
0.86,-0.33,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.24,0.67
0.81,-0.29,0.57
0.81,-0.29,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.33,0.57
0.76,-0.29,0.62
0.76,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.57
0.81,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.38,0.57
0.86,-0.38,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.62
0.81,-0.33,0.57
0.81,-0.33,0.57
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.24,0.57
0.86,-0.24,0.57
0.86,-0.24,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.38,0.62
0.86,-0.38,0.62
0.81,-0.29,0.67
0.81,-0.29,0.67
0.81,-0.33,0.67
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.33,0.57
0.81,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.67
0.81,-0.29,0.67
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.24,0.62
0.81,-0.24,0.62
0.81,-0.29,0.52
0.81,-0.29,0.52
0.86,-0.29,0.57
0.86,-0.29,0.57
0.81,-0.33,0.57
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.29,0.57
0.86,-0.29,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.24,0.62
0.86,-0.24,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.76,-0.33,0.62
0.76,-0.33,0.62
0.81,-0.33,0.57
0.86,-0.24,0.67
0.86,-0.24,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.24,0.62
0.81,-0.29,0.67
0.81,-0.29,0.67
0.76,-0.33,0.57
0.76,-0.33,0.57
0.86,-0.29,0.57
0.86,-0.29,0.57
0.81,-0.38,0.57
0.81,-0.38,0.57
0.86,-0.29,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.24,0.62
0.81,-0.24,0.62
0.81,-0.33,0.67
0.81,-0.33,0.67
0.86,-0.29,0.67
0.86,-0.24,0.62
0.86,-0.24,0.62
0.86,-0.24,0.62
0.86,-0.24,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.29,0.57
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.57
0.81,-0.29,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.86,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.33,0.57
0.81,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.33,0.67
0.86,-0.33,0.67
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.24,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.29,0.62
0.90,-0.29,0.62
0.86,-0.29,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.38,0.57
0.86,-0.38,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.24,0.57
0.81,-0.24,0.57
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.29,0.57
0.86,-0.29,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.67
0.86,-0.33,0.67
0.90,-0.29,0.62
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.24,0.62
0.86,-0.24,0.62
0.81,-0.33,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.38,0.67
0.86,-0.38,0.67
0.90,-0.29,0.62
0.90,-0.29,0.62
0.86,-0.24,0.62
0.86,-0.24,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.90,-0.29,0.62
0.90,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.29,0.62
0.90,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.76,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.90,-0.38,0.57
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.67
0.86,-0.33,0.67
0.81,-0.33,0.67
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.67
0.81,-0.33,0.67
0.81,-0.24,0.62
0.81,-0.24,0.62
0.86,-0.24,0.62
0.86,-0.29,0.57
0.86,-0.29,0.57
0.90,-0.29,0.57
0.90,-0.29,0.57
0.81,-0.24,0.62
0.81,-0.24,0.62
0.86,-0.24,0.62
0.86,-0.38,0.67
0.86,-0.38,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.29,0.57
0.86,-0.29,0.57
0.86,-0.33,0.67
0.86,-0.33,0.67
0.81,-0.33,0.62
0.81,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.57
0.86,-0.38,0.62
0.86,-0.38,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.57
0.81,-0.29,0.57
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.38,0.67
0.86,-0.38,0.67
0.86,-0.24,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.90,-0.33,0.62
0.90,0.62,0.00
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.33,0.62
0.81,-0.33,0.62
0.76,-0.24,0.62
0.76,-0.24,0.62
0.81,-0.29,0.57
0.81,-0.29,0.57
0.81,-0.29,0.62
0.81,-0.29,0.67
0.81,-0.29,0.67
0.86,-0.33,0.67
0.86,-0.33,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.33,0.67
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.67
0.86,-0.33,0.67
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.33,0.67
0.81,-0.33,0.67
0.81,-0.29,0.62
-0.29,0.62,0.00
0.81,-0.29,0.62
0.86,-0.33,0.67
0.86,-0.33,0.67
0.86,-0.24,0.67
0.86,-0.24,0.67
0.81,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.76,-0.29,0.62
0.76,-0.29,0.62
0.86,-0.29,0.67
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.67
0.86,-0.33,0.67
0.81,-0.33,0.57
0.81,-0.33,0.57
0.86,-0.29,0.67
0.86,-0.38,0.67
0.86,-0.38,0.67
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.33,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.29,0.67
0.86,-0.29,0.67
0.86,-0.38,0.62
0.86,-0.38,0.62
0.81,-0.24,0.62
0.86,-0.38,0.57
0.86,-0.38,0.57
0.81,-0.33,0.62
0.81,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.29,0.57
0.90,-0.33,0.57
0.90,-0.33,0.57
0.86,-0.33,0.57
0.86,-0.33,0.57
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.24,0.62
0.86,-0.24,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.29,0.62
0.81,-0.38,0.67
0.81,-0.38,0.67
0.86,-0.29,0.62
0.86,-0.29,0.62
0.90,-0.33,0.62
0.90,-0.33,0.62
0.86,-0.24,0.57
0.86,-0.29,0.67
0.86,-0.29,0.67
0.81,-0.29,0.67
0.81,-0.29,0.67
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.90,-0.29,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
0.81,-0.29,0.62
0.81,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.86,-0.29,0.62
0.81,-0.38,0.62
0.81,-0.38,0.62
0.86,-0.33,0.62
0.86,-0.33,0.62
