x,y,z
-0.67,-0.24,0.81
-0.67,-0.14,0.81
-0.67,-0.14,0.81
-0.67,-0.10,0.76
-0.67,-0.10,0.76
-0.62,-0.05,0.71
-0.52,-0.05,0.81
-0.52,-0.05,0.81
-0.57,-0.05,0.71
-0.57,-0.05,0.71
-0.57,0.05,0.76
-0.57,0.05,0.76
-0.62,-0.10,0.81
-0.62,-0.10,0.81
-0.52,-0.10,0.76
-0.57,-0.05,0.71
-0.57,-0.05,0.71
-0.57,-0.10,0.76
-0.57,-0.10,0.76
-0.62,-0.10,0.76
-0.62,-0.10,0.76
-0.52,-0.05,0.81
-0.62,-0.05,0.76
-0.62,-0.05,0.76
-0.62,-0.05,0.81
-0.62,-0.05,0.81
-0.62,-0.10,0.76
-0.62,-0.10,0.76
-0.57,0.05,0.76
-0.52,0.05,0.76
-0.52,0.05,0.76
-0.62,-0.05,0.76
-0.62,-0.05,0.76
-0.62,-0.10,0.81
-0.62,-0.10,0.81
-0.52,0.00,0.76
-0.57,0.00,0.76
-0.57,0.00,0.76
-0.62,-0.05,0.76
-0.62,-0.05,0.76
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.62,0.00,0.76
-0.62,0.00,0.76
-0.62,0.00,0.81
-0.62,-0.05,0.81
-0.62,-0.05,0.81
-0.52,0.05,0.71
-0.52,0.05,0.71
-0.57,0.00,0.81
-0.57,0.00,0.81
-0.62,0.00,0.76
-0.57,-0.10,0.76
-0.57,-0.10,0.76
-0.62,-0.05,0.76
-0.62,-0.05,0.76
-0.62,-0.10,0.81
-0.62,-0.10,0.81
-0.57,-0.10,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.57,0.00,0.81
-0.57,0.00,0.81
-0.52,0.00,0.81
-0.52,0.00,0.81
-0.57,-0.10,0.76
-0.62,-0.05,0.76
-0.62,-0.05,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.81
-0.57,-0.05,0.81
-0.57,-0.05,0.71
-0.57,-0.05,0.71
-0.57,0.00,0.81
-0.62,0.00,0.81
-0.62,0.00,0.81
-0.62,-0.05,0.81
-0.62,-0.05,0.81
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.62,-0.05,0.76
-0.57,0.00,0.76
-0.57,0.00,0.76
-0.67,-0.05,0.76
-0.67,-0.05,0.76
-0.62,-0.05,0.81
-0.62,-0.05,0.81
-0.62,-0.10,0.76
-0.62,-0.10,0.81
-0.62,-0.10,0.81
-0.62,-0.05,0.71
-0.62,-0.05,0.71
-0.57,-0.05,0.81
-0.57,-0.05,0.81
-0.62,-0.05,0.76
-0.57,0.00,0.81
-0.57,0.00,0.81
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.71
-0.57,-0.05,0.71
-0.57,0.00,0.81
-0.67,-0.05,0.76
-0.67,-0.05,0.76
-0.71,-0.05,0.76
-0.71,-0.05,0.76
-0.81,0.00,0.67
-0.81,0.00,0.67
-0.71,0.14,0.71
-0.76,0.10,0.76
-0.76,0.10,0.76
-0.71,0.05,0.71
-0.71,0.05,0.71
-0.67,0.14,0.76
-0.67,0.14,0.76
-0.62,0.14,0.76
-0.52,0.05,0.67
-0.52,0.05,0.67
-0.57,-0.05,0.71
-0.57,-0.05,0.71
-0.57,-0.10,0.62
-0.57,-0.10,0.62
-0.62,-0.14,0.62
-0.62,-0.14,0.71
-0.67,-0.14,0.71
-0.67,-0.10,0.71
-0.67,-0.10,0.71
-0.67,-0.05,0.67
-0.67,-0.05,0.67
-0.57,-0.05,0.67
-0.57,-0.05,0.67
-0.67,0.00,0.67
-0.71,-0.10,0.71
-0.71,-0.10,0.71
-0.76,-0.14,0.76
-0.76,-0.14,0.76
-0.95,-0.14,0.95
-0.95,-0.14,0.95
-0.81,-0.10,0.86
-0.67,-0.10,0.62
-0.67,-0.10,0.62
-0.67,-0.10,0.57
-0.67,-0.10,0.57
-0.57,-0.05,0.62
-0.57,-0.05,0.62
-0.52,-0.10,0.62
-0.43,-0.05,0.67
-0.43,-0.05,0.67
-0.48,-0.10,0.67
-0.48,-0.10,0.67
-0.62,0.05,0.71
-0.62,0.05,0.71
-0.71,0.05,0.71
-0.71,-0.05,0.71
-0.57,-0.05,0.71
-0.71,-0.19,0.71
-0.71,-0.19,0.71
-0.71,-0.29,0.81
-0.71,-0.29,0.81
-0.62,-0.24,0.81
-0.62,-0.24,0.81
-0.52,-0.14,0.81
-0.57,0.00,0.81
-0.57,0.00,0.81
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.57,-0.14,0.71
-0.57,-0.14,0.71
-0.67,-0.05,0.71
-0.57,-0.10,0.76
-0.57,-0.10,0.76
-0.48,-0.14,0.81
-0.48,-0.14,0.81
-0.52,-0.14,0.76
-0.52,-0.14,0.76
-0.57,-0.10,0.76
-0.62,-0.10,0.81
-0.62,-0.10,0.81
-0.57,-0.10,0.71
-0.57,-0.10,0.71
-0.67,-0.14,0.76
-0.67,-0.14,0.76
-0.62,-0.10,0.76
-0.57,-0.10,0.76
-0.57,-0.10,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.52,-0.10,0.81
-0.52,-0.10,0.81
-0.62,-0.14,0.86
-0.62,-0.14,0.86
-0.57,-0.14,0.76
-0.52,-0.10,0.81
-0.52,-0.10,0.81
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.52,-0.05,0.81
-0.52,-0.05,0.81
-0.62,-0.19,0.71
-0.62,-0.19,0.71
-0.67,-0.19,0.76
-0.67,-0.19,0.76
-0.62,-0.19,0.76
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.52,-0.10,0.81
-0.52,-0.10,0.81
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.62,-0.14,0.81
-0.62,-0.14,0.81
-0.52,-0.10,0.81
-0.52,-0.10,0.81
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.52,-0.10,0.76
-0.52,-0.10,0.76
-0.62,-0.05,0.86
-0.57,-0.05,0.86
-0.57,-0.05,0.86
-0.57,-0.10,0.81
-0.57,-0.10,0.81
-0.62,-0.14,0.76
-0.62,-0.14,0.76
-0.57,-0.19,0.71
-0.57,-0.14,0.71
-0.57,-0.14,0.71
-0.48,-0.05,0.76
-0.48,-0.05,0.76
-0.48,-0.05,0.81
-0.48,-0.05,0.81
-0.48,-0.05,0.76
-0.48,-0.10,0.86
-0.48,-0.10,0.86
-0.52,-0.14,0.86
-0.52,-0.14,0.86
-0.52,-0.10,0.81
-0.52,-0.10,0.81
-0.67,-0.14,0.81
-0.71,-0.19,0.90
-0.71,-0.19,0.90
-0.67,-0.19,0.86
-0.67,-0.19,0.86
-0.57,-0.14,0.86
-0.57,-0.14,0.86
-0.57,-0.10,0.76
-0.57,-0.05,0.76
-0.57,-0.05,0.76
-0.62,-0.05,0.81
-0.62,-0.05,0.81
-0.57,0.00,0.71
-0.57,0.00,0.71
-0.57,-0.10,0.71
-0.57,-0.10,0.71
-0.57,-0.10,0.71
-0.67,-0.05,0.81
-0.67,-0.05,0.81
-0.71,-0.10,0.81
-0.71,-0.10,0.81
-0.71,-0.05,0.71
-0.71,-0.05,0.71
-0.67,-0.10,0.62
-0.76,-0.10,0.62
-0.76,-0.10,0.62
-0.76,0.00,0.62
-0.76,0.00,0.62
-0.86,-0.10,0.67
-0.86,-0.10,0.67
-0.86,-0.05,0.67
-0.86,0.00,0.76
-0.86,0.00,0.76
-0.86,-0.05,0.62
-0.86,-0.05,0.62
-0.86,-0.10,0.62
-0.86,-0.10,0.62
-0.95,-0.29,0.57
-0.24,0.62,0.00
-1.00,-0.24,0.62
-0.81,-0.10,0.52
-0.81,-0.10,0.52
-0.67,-0.05,0.43
-0.67,-0.05,0.43
-0.57,0.00,0.33
-0.57,0.00,0.33
-0.62,-0.05,0.29
-0.67,-0.19,0.29
-0.67,-0.19,0.29
-0.62,-0.10,0.38
-0.62,-0.10,0.38
-0.71,-0.14,0.48
-0.71,-0.14,0.48
-1.00,-0.33,0.48
-1.10,-0.33,0.52
-1.10,-0.33,0.52
-0.90,-0.29,0.43
-0.90,-0.29,0.43
-0.86,-0.43,0.38
-0.86,-0.43,0.38
-0.90,-0.38,0.38
-0.86,-0.29,0.33
-0.86,-0.29,0.33
-0.90,-0.19,0.33
-0.90,-0.19,0.33
-0.81,-0.29,0.29
-0.81,-0.29,0.29
-0.81,-0.24,0.24
-0.81,-0.14,0.24
-0.81,-0.14,0.24
-0.81,-0.19,0.29
-0.81,-0.19,0.29
-0.90,-0.33,0.29
-0.90,-0.33,0.29
-0.95,-0.38,0.29
-0.95,-0.38,0.29
-0.95,-0.33,0.33
-0.81,-0.33,0.29
-0.81,-0.33,0.29
-0.86,-0.29,0.29
-0.86,-0.29,0.29
-0.81,-0.24,0.29
-0.81,-0.24,0.29
-0.86,-0.19,0.29
-0.95,-0.19,0.29
-0.95,-0.19,0.29
-0.90,-0.24,0.29
-0.90,-0.24,0.29
-1.00,-0.29,0.24
-1.00,-0.29,0.24
-0.95,-0.29,0.29
-0.95,-0.33,0.33
-0.95,-0.33,0.33
-0.95,-0.29,0.29
-0.95,-0.29,0.29
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.29,0.29
-0.86,-0.29,0.24
-0.86,-0.29,0.24
-0.90,-0.33,0.29
-0.90,-0.33,0.29
-0.90,-0.33,0.29
-0.90,-0.33,0.29
-0.86,-0.29,0.24
-0.86,-0.29,0.24
-0.81,-0.29,0.19
-0.86,-0.33,0.29
-0.86,-0.33,0.29
-0.86,-0.33,0.24
-0.86,-0.33,0.24
-0.86,-0.24,0.24
-0.86,-0.24,0.24
-0.90,-0.19,0.29
-0.86,-0.29,0.29
-0.86,-0.29,0.29
-0.90,-0.24,0.24
-0.90,-0.24,0.24
-0.90,-0.29,0.29
-0.90,-0.29,0.29
-0.90,-0.33,0.24
-0.86,-0.29,0.24
-0.86,-0.29,0.24
-0.90,-0.33,0.19
-0.90,-0.33,0.19
-0.86,-0.29,0.19
-0.86,-0.29,0.19
-0.90,-0.29,0.24
-0.90,-0.24,0.24
-0.90,-0.24,0.24
-1.00,-0.29,0.19
-1.00,-0.29,0.19
-0.86,-0.29,0.19
-0.86,-0.29,0.19
-0.90,-0.24,0.29
-0.95,-0.24,0.29
-0.95,-0.24,0.29
-0.86,-0.29,0.14
-0.86,-0.29,0.14
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.29,0.19
-0.90,-0.29,0.19
-0.86,-0.24,0.24
-0.86,-0.24,0.24
-0.86,-0.29,0.19
-0.90,-0.38,0.19
-0.90,-0.38,0.19
-0.95,-0.38,0.24
-0.95,-0.38,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.86,-0.33,0.24
-0.86,-0.33,0.24
-0.90,-0.29,0.24
-0.90,-0.29,0.24
-0.86,-0.24,0.29
-0.86,-0.24,0.29
-0.90,-0.24,0.24
-0.90,-0.33,0.24
-0.90,-0.33,0.24
-0.90,-0.29,0.19
-0.90,-0.29,0.19
-0.90,-0.33,0.19
-0.90,-0.33,0.19
-0.90,-0.29,0.19
-0.90,-0.29,0.19
-0.95,-0.38,0.14
-0.95,-0.33,0.14
-0.95,-0.33,0.14
-0.95,-0.29,0.14
-0.95,-0.29,0.14
-0.95,-0.29,0.14
-0.95,-0.29,0.14
-1.00,-0.29,0.14
-1.00,-0.29,0.19
-1.00,-0.29,0.19
-1.00,-0.14,0.14
-1.00,-0.14,0.14
-0.95,-0.24,0.10
-0.95,-0.24,0.10
-1.00,-0.29,0.14
-1.00,-0.29,0.00
-1.00,-0.29,0.00
-0.95,-0.29,0.00
-0.95,-0.29,0.00
-0.95,-0.29,0.00
-0.95,-0.29,0.00
-0.90,-0.29,-0.05
-0.95,-0.24,0.00
-0.95,-0.24,0.00
-0.86,-0.14,0.00
-0.86,-0.14,0.00
-0.81,-0.19,0.00
-0.81,-0.19,0.00
-0.90,-0.19,0.00
-0.76,-0.19,-0.10
-0.76,-0.19,-0.10
-0.86,-0.10,0.10
-0.86,-0.10,0.10
-0.95,-0.10,-0.10
-0.95,-0.10,-0.10
-0.71,0.10,-0.05
-0.71,0.10,-0.05
-0.81,0.14,-0.10
-0.86,0.19,-0.10
-0.86,0.19,-0.10
-1.29,0.67,0.05
-1.29,0.67,0.05
-0.76,0.67,-0.19
-0.76,0.67,-0.19
-0.76,0.29,-0.14
-0.43,0.52,-0.29
-0.43,0.52,-0.29
-0.86,0.24,-0.19
-0.86,0.24,-0.19
-0.86,0.48,-0.10
-0.86,0.48,-0.10
-0.81,0.33,-0.14
-0.76,0.24,-0.24
-0.76,0.24,-0.24
-0.86,0.29,-0.14
-0.86,0.29,-0.14
-1.10,0.29,0.05
-1.10,0.29,0.05
-1.19,0.14,0.00
-1.05,0.19,-0.10
-1.05,0.19,-0.10
-0.95,0.24,-0.14
-0.95,0.24,-0.14
-0.95,0.19,-0.05
-0.95,0.19,-0.05
-0.90,0.24,-0.05
-0.90,0.24,-0.05
-0.90,0.19,0.00
-0.86,0.14,-0.05
-0.86,0.14,-0.05
-0.90,0.05,-0.05
-0.90,0.05,-0.05
-0.90,0.05,-0.05
-0.90,0.05,-0.05
-0.90,0.14,0.00
-0.90,0.29,-0.05
-0.90,0.29,-0.05
-0.90,0.24,-0.14
-0.90,0.24,-0.14
-0.86,0.38,-0.10
-0.86,0.38,-0.10
-0.86,0.33,-0.10
-0.76,0.29,-0.19
-0.76,0.29,-0.19
-0.86,0.38,-0.24
-0.86,0.38,-0.24
-0.86,0.43,-0.19
-0.86,0.43,-0.19
-0.76,0.33,-0.24
-0.81,0.38,-0.24
-0.81,0.38,-0.24
-0.86,0.43,-0.19
-0.86,0.43,-0.19
-0.81,0.33,-0.24
-0.81,0.33,-0.24
-0.86,0.38,-0.19
-0.86,0.38,-0.19
-0.81,0.38,-0.19
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.38,-0.19
-0.86,0.38,-0.19
-0.86,0.33,-0.19
-0.86,0.33,-0.19
-0.86,0.38,-0.19
-0.81,0.33,-0.14
-0.81,0.33,-0.14
-0.90,0.38,-0.14
-0.90,0.38,-0.14
-0.86,0.29,-0.19
-0.86,0.29,-0.19
-0.76,0.38,-0.19
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.81,0.33,-0.14
-0.81,0.33,-0.14
-0.81,0.33,-0.14
-0.81,0.33,-0.14
-0.86,0.43,-0.19
-0.86,0.43,-0.19
-0.86,0.33,-0.10
-0.81,0.29,-0.14
-0.81,0.29,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.10
-0.86,0.33,-0.10
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.81,0.38,-0.14
-0.86,0.33,-0.19
-0.86,0.33,-0.19
-0.81,0.29,-0.14
-0.81,0.29,-0.14
-0.86,0.33,-0.14
-0.86,0.33,-0.14
-0.86,0.38,-0.19
-0.81,0.24,-0.14
-0.81,0.24,-0.14
-0.86,0.24,-0.10
-0.86,0.24,-0.10
-0.90,0.33,-0.10
-0.90,0.33,-0.10
-0.81,0.29,-0.14
-0.86,0.29,-0.10
-0.86,0.29,-0.10
-0.90,0.33,-0.14
-0.90,0.33,-0.14
-0.90,0.29,-0.14
-0.90,0.29,-0.14
-0.90,0.24,-0.10
-0.86,0.29,-0.14
-0.86,0.29,-0.14
-0.90,0.19,-0.14
-0.90,0.19,-0.14
-0.86,0.10,-0.10
-0.86,0.10,-0.10
-0.86,0.24,-0.10
-0.86,0.24,-0.10
-0.90,0.29,-0.14
-1.00,0.29,-0.19
-1.00,0.29,-0.19
-0.86,0.24,-0.14
-0.86,0.24,-0.14
-0.90,0.24,-0.19
-0.90,0.24,-0.19
-0.86,0.14,-0.14
-0.90,0.24,-0.19
-0.90,0.24,-0.19
-0.90,0.24,-0.19
-0.90,0.24,-0.19
-0.86,0.24,-0.19
-0.86,0.24,-0.19
-0.90,0.29,-0.19
-0.90,0.24,-0.24
-0.90,0.24,-0.24
-0.86,0.29,-0.19
-0.86,0.29,-0.19
-0.86,0.24,-0.19
-0.86,0.24,-0.19
-0.86,0.19,-0.14
-0.90,0.19,-0.24
-0.90,0.19,-0.24
-0.90,0.19,-0.19
-0.90,0.19,-0.19
-0.86,0.19,-0.24
-0.86,0.19,-0.24
-0.95,0.14,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.95,0.10,-0.19
-0.95,0.10,-0.19
-0.90,0.05,-0.14
-0.90,0.05,-0.14
-0.90,0.10,-0.19
-0.90,0.10,-0.19
-0.90,0.14,-0.19
-0.90,0.10,-0.14
-0.90,0.10,-0.14
-0.90,0.00,-0.24
-0.90,0.00,-0.24
-0.90,0.14,-0.14
-0.90,0.14,-0.14
-0.90,0.10,-0.24
-0.86,0.10,-0.19
-0.86,0.10,-0.19
-0.95,0.10,-0.14
-0.95,0.10,-0.14
-0.95,0.19,-0.19
-0.95,0.19,-0.19
-1.00,0.19,-0.19
-0.86,0.24,-0.19
-0.86,0.24,-0.19
-0.90,0.29,-0.19
-0.90,0.29,-0.19
-0.86,0.19,-0.19
-0.86,0.19,-0.19
-0.90,0.19,-0.14
-0.86,0.14,-0.19
-0.86,0.14,-0.19
-0.95,0.14,-0.14
-0.95,0.14,-0.14
-0.86,0.19,-0.19
-0.86,0.19,-0.19
-0.90,0.24,-0.19
-0.90,0.24,-0.19
-0.90,0.19,-0.14
-0.90,0.19,-0.19
-0.90,0.19,-0.19
-0.90,0.24,-0.24
-0.90,0.24,-0.24
-0.90,0.29,-0.24
-0.90,0.29,-0.24
-0.86,0.19,-0.19
-0.95,0.19,-0.14
-0.95,0.19,-0.14
-0.95,0.10,-0.19
-0.95,0.10,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.81,0.10,-0.14
-0.90,0.10,-0.24
-0.90,0.10,-0.24
-0.95,0.14,-0.24
-0.95,0.14,-0.24
-0.90,0.24,-0.19
-0.90,0.24,-0.19
-0.90,0.19,-0.19
-0.90,0.14,-0.14
-0.90,0.14,-0.14
-0.86,0.05,-0.14
-0.86,0.05,-0.14
-0.90,0.14,-0.14
-0.90,0.14,-0.14
-0.95,0.10,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.86,0.10,-0.14
-0.86,0.10,-0.14
-0.90,0.24,-0.19
-0.90,0.24,-0.19
-0.86,0.14,-0.19
-0.86,0.14,-0.19
-0.95,0.19,-0.14
-0.90,0.10,-0.19
-0.90,0.10,-0.19
-0.90,0.14,-0.14
-0.90,0.14,-0.14
-0.90,0.05,-0.14
-0.90,0.05,-0.14
-0.95,0.05,-0.14
-0.95,0.14,-0.19
-0.95,0.14,-0.19
-1.00,0.10,-0.19
-1.00,0.10,-0.19
-0.95,0.14,-0.14
-0.95,0.14,-0.14
-0.90,0.10,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.95,0.10,-0.19
-0.95,0.10,-0.19
-0.86,0.14,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
-0.90,0.14,-0.19
