x,y,z
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.33,0.67,-0.57
-0.33,0.67,-0.57
-0.43,0.67,-0.57
-0.43,0.67,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.43,0.67,-0.57
-0.43,0.67,-0.57
-0.38,0.67,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.67,-0.57
-0.43,0.67,-0.62
-0.43,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.43,0.62,-0.52
-0.43,0.62,-0.52
-0.43,0.67,-0.62
-0.43,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.33,0.67,-0.57
-0.33,0.67,-0.57
-0.33,0.62,-0.57
-0.33,0.62,-0.57
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.71,-0.57
-0.38,0.71,-0.57
-0.43,0.67,-0.57
-0.33,0.62,-0.57
-0.33,0.62,-0.57
-0.38,0.67,-0.52
-0.38,0.67,-0.52
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.57,-0.57
-0.43,0.62,-0.52
-0.43,0.62,-0.52
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.62,-0.52
-0.38,0.62,-0.52
-0.43,0.67,-0.62
-0.43,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.67,-0.57
-0.38,0.67,-0.57
-0.38,0.71,-0.57
-0.38,0.71,-0.57
-0.38,0.62,-0.57
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.43,0.67,-0.62
-0.43,0.67,-0.62
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.33,0.57,-0.62
-0.33,0.57,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.52
-0.43,0.62,-0.52
-0.38,0.62,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.43,0.67,-0.62
-0.38,0.71,-0.57
-0.38,0.71,-0.57
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.71,-0.62
-0.38,0.71,-0.62
-0.33,0.62,-0.52
-0.38,0.62,-0.62
-0.38,0.62,-0.62
-0.38,0.62,-0.52
-0.38,0.62,-0.52
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.43,0.67,-0.57
-0.43,0.67,-0.57
-0.38,0.62,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.43,0.71,-0.57
-0.43,0.71,-0.57
-0.43,0.62,-0.52
-0.43,0.62,-0.52
-0.33,0.67,-0.52
-0.38,0.71,-0.62
-0.38,0.71,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.67,-0.62
-0.38,0.67,-0.62
-0.38,0.57,-0.57
-0.38,0.57,-0.57
-0.48,0.62,-0.57
-0.48,0.62,-0.57
-0.43,0.71,-0.52
-0.43,0.67,-0.57
-0.43,0.67,-0.57
-0.43,0.67,-0.57
-0.43,0.67,-0.57
-0.43,0.62,-0.57
-0.43,0.62,-0.57
-0.38,0.62,-0.62
-0.38,0.71,-0.57
-0.38,0.71,-0.57
-0.38,0.62,-0.57
-0.38,0.62,-0.57
-0.43,0.67,-0.57
-0.43,0.67,-0.57
-0.43,0.67,-0.62
-0.43,0.62,-0.62
-0.43,0.62,-0.62
-0.38,0.67,-0.62
-0.38,0.67,-0.62
